institution,number,family,genus,species,cranium.length,rostrum.length,rostrum.width,rostrum.depth,coracoid,sternum.length,keel.length,keel.depth,humerus,ulna,carpometacarpus,femur,tibiotarsus,tarsometatarsus,island,landbird.spp.richness,island.area,elevation,nearest.continent,isolation,ecosystem.richness,raptor.spp,columbid.spp,kingfisher.spp,mammal.predators,location.1,location.2,location.3,collector,age,mass,wing.ch.,tail,subspecies,sex,other
NMNH,554496,Thraupidae,Coereba,Coereba_flaveola,14.74,13.26,NA,NA,12.64,13.54,11.61,4.64,13.38,16.14,8.72,13,26.08,18.58,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",adult,10.5,58.5,38.5,sharpei,female,NA
NMNH,554501,Thraupidae,Coereba,Coereba_flaveola,15.02,13.45,NA,NA,12.55,13.25,11.05,4.35,13.19,15.9,8.66,12.66,25.66,18.6,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",adult,12.5,58,39,sharpei,female,NA
NMNH,554507,Thraupidae,Coereba,Coereba_flaveola,NA,13.72,NA,NA,12.4,13.44,11.48,4.19,13.12,16,8.67,12.63,25.56,18.78,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,1 km NE Breakers,"Olson, Meister, James",NA,10,57.5,40,sharpei,female,NA
NMNH,554500,Thraupidae,Coereba,Coereba_flaveola,14.85,12.92,NA,NA,12.58,13.73,12.1,4.35,13.07,15.77,8.84,12.56,25.49,18.21,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",adult,10,58,41,sharpei,female,NA
NMNH,554499,Thraupidae,Coereba,Coereba_flaveola,15.41,14.15,NA,NA,13.57,13.98,12.15,4.43,14.32,17.46,9.3,13.46,27.16,19.31,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",NA,10.5,57.5,39,sharpei,male,NA
NMNH,554508,Thraupidae,Coereba,Coereba_flaveola,15.19,14.37,NA,NA,12.78,14.34,NA,NA,13.74,16.82,9.14,13.08,25.76,NA,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,1 km S North Side Village,"Olson, Meister, James",NA,12,60,40.5,sharpei,male,NA
NMNH,554497,Thraupidae,Coereba,Coereba_flaveola,15.1,13.71,NA,NA,12.85,14.51,12.71,4.64,13.89,16.89,9.09,12.85,26.24,19.25,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",adult,10.5,62,40.5,sharpei,male,NA
NMNH,554506,Thraupidae,Coereba,Coereba_flaveola,15.38,14.6,NA,NA,13.54,14.71,13.07,4.82,14.11,17.44,9.6,13.37,26.75,19.93,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,3 km NE of Half Moon Bay,"Olson, Meister, James",adult,13.5,61,41,sharpei,male,NA
NMNH,554498,Thraupidae,Coereba,Coereba_flaveola,15.59,14.08,NA,NA,13.23,14.79,12.91,4.7,13.74,17.12,9.43,12.95,26.24,19.35,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",NA,10,62,41,sharpei,male,NA
NMNH,554505,Thraupidae,Coereba,Coereba_flaveola,15.26,14.16,NA,NA,13.57,13.87,12.2,4.61,14.06,17.15,9.37,13.18,26.98,19.46,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,3 km NE of Half Moon Bay,"Olson, Meister, James",adult,10.8,62,41.5,sharpei,male,NA
NMNH,554509,Thraupidae,Coereba,Coereba_flaveola,15.62,13.28,NA,NA,12.93,13.94,11.97,4.6,13.67,16.74,9.19,12.52,25.7,18.83,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,1 km W Breakers,"Olson, Meister, James",NA,10.5,60.5,43.5,sharpei,male,NA
NMNH,554502,Thraupidae,Coereba,Coereba_flaveola,15.65,14.03,NA,NA,12.75,14.31,12.87,4.86,13.8,16.77,9.23,13.04,26.22,19.4,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",adult,11,62,44,sharpei,male,NA
NMNH,554503,Thraupidae,Coereba,Coereba_flaveola,15.39,13.94,NA,NA,13.03,14.36,12.61,4.78,13.5,16.97,9.03,12.9,25.94,18.93,Grand_Cayman,140,197,21,500,49,4,7,1,4,no,Cayman Islands,Grand Cayman,South Sound,"Olson, Meister, James",adult,11.5,63,44,sharpei,male,NA
FLMNH,30692,Thraupidae,Coereba,Coereba_flaveola,14.85,12.44,NA,NA,13.62,14.19,13.18,4.97,13.76,16.85,9.46,12.75,23.52,16.9,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Central America,Belize,NA,NA,adult,NA,NA,NA,NA,female,NA
FLMNH,30693,Thraupidae,Coereba,Coereba_flaveola,NA,13.52,NA,NA,14.27,15.02,12.64,4.4,15.17,18.83,10.26,14.1,29.81,21.51,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Central America,Costa Rica,Isla San Andres,NA,adult,NA,NA,NA,NA,male,NA
NMNH,347196,Thraupidae,Coereba,Coereba_flaveola,14.88,11.87,NA,NA,12.64,13.09,11.41,4.19,13.38,16.1,8.63,12.36,22.04,15.49,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Colombia,El Dificil,NA,NA,NA,NA,NA,NA,luteola,female,NA
NMNH,347198,Thraupidae,Coereba,Coereba_flaveola,15.02,12.47,NA,NA,12.72,13.33,11.68,4.03,13.09,15.67,8.48,11.96,22.25,15.87,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Colombia,El Dificil,NA,NA,NA,NA,NA,NA,luteola,female,NA
NMNH,347197,Thraupidae,Coereba,Coereba_flaveola,NA,12.42,NA,NA,13.05,13.91,12.64,4.68,13.25,16.25,9.09,11.9,22.65,15.98,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Colombia,El Dificil,NA,Carriker,NA,NA,NA,NA,luteola,male,NA
NMNH,289798,Thraupidae,Coereba,Coereba_flaveola,14.55,11.48,NA,NA,NA,13.8,12.26,4.77,12.9,15.95,NA,12.31,22.66,15.78,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Colombia,"Magdalena, Santa Marta",NA,NA,NA,NA,NA,NA,luteola,NA,NA
NMNH,289825,Thraupidae,Coereba,Coereba_flaveola,NA,NA,NA,NA,12.61,13.44,12.11,4.26,12.68,15.31,8.55,12.11,22.22,16.21,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Colombia,"Magdalena, Santa Marta",NA,NA,NA,NA,NA,NA,luteola,NA,NA
NMNH,347199,Thraupidae,Coereba,Coereba_flaveola,15.32,11.95,NA,NA,14.14,14.85,13.39,4.68,14.22,17.36,9.7,13.03,23.54,17.22,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Colombia,"Ocana, Santander",NA,NA,NA,NA,NA,NA,luteola,male,NA
NMNH,487976,Thraupidae,Coereba,Coereba_flaveola,15.14,15.03,NA,NA,13.64,14.37,12.03,4.59,13.87,17.29,9.39,12.73,25.54,18.64,Dominica,98,787,1447,500,41,11,7,5,2,no,Dominica,St. George Parish,1.5 mi WNW Laudat,Zusi,adult,NA,NA,NA,NA,male,NA
NMNH,487959,Thraupidae,Coereba,Coereba_flaveola,15.08,14.04,NA,NA,13.11,14.11,12.57,4.94,13.71,17.02,9.32,12.62,25.48,18.25,Dominica,98,787,1447,500,41,11,7,5,2,no,Dominica,St. Joseph Parish,Clarke Hall Estate,Zusi,adult,NA,NA,NA,NA,male,NA
NMNH,488040,Thraupidae,Coereba,Coereba_flaveola,15.55,13.82,NA,NA,13.68,15.2,12.49,4.72,13.9,17.18,9,12.82,25.84,18.73,Dominica,98,787,1447,500,41,11,7,5,2,no,Dominica,St. Joseph Parish,Clarke Hall Estate,Zusi,adult,NA,NA,NA,NA,male,NA
NMNH,487956,Thraupidae,Coereba,Coereba_flaveola,15.21,NA,NA,NA,13.17,14.43,12.69,4.68,14.22,17.33,9.7,13.04,NA,19.45,Dominica,98,787,1447,500,41,11,7,5,2,no,Dominica,St. Joseph Parish,Clarke Hall Estate,Zusi,adult,NA,NA,NA,NA,male,NA
NMNH,487960,Thraupidae,Coereba,Coereba_flaveola,15.51,14.62,NA,NA,13.17,14.23,12.33,4.43,13.74,16.81,9.36,12.65,25.09,18.21,Dominica,98,787,1447,500,41,11,7,5,2,no,Dominica,St. Joseph Parish,Clarke Hall Estate,Zusi,adult,NA,NA,NA,dominicana,male,NA
NMNH,487953,Thraupidae,Coereba,Coereba_flaveola,15.44,13.17,NA,NA,NA,13.03,10.97,4.08,13.39,16.25,8.97,12.75,24.99,18.21,Dominica,98,787,1447,500,41,11,7,5,2,no,Dominica,St. Luke Parish,NA,Zusi,NA,NA,NA,NA,NA,female,NA
NMNH,487952,Thraupidae,Coereba,Coereba_flaveola,14.99,13.33,NA,NA,12.6,13.36,11.29,4.38,13.33,16.27,8.8,12.91,25.35,18.12,Dominica,98,787,1447,500,41,11,7,5,2,no,Dominica,St. Luke Parish,1 mi N Soufriere,Zusi,adult,NA,NA,NA,NA,female,NA
NMNH,555897,Thraupidae,Coereba,Coereba_flaveola,13.28,NA,NA,NA,12.4,13.14,12.38,4.66,12.33,14.47,7.83,11.26,NA,14.28,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Independencia Prov.: 8.4 km SE Jimani,NA,"Steadman, Hilgartner, Crombie",adult,5.6,NA,NA,bananivora,female,NA
NMNH,555896,Thraupidae,Coereba,Coereba_flaveola,14.54,11.66,NA,NA,12.92,14.03,12.76,4.77,13.19,16.26,8.8,11.81,22.08,15.95,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Independencia Prov.: 8.4 km SE Jimani,NA,"Steadman, Hilgartner, Crombie",adult,7.6,NA,NA,bananivora,male,NA
NMNH,555895,Thraupidae,Coereba,Coereba_flaveola,14.38,11.19,NA,NA,13.24,NA,NA,NA,13.04,16.03,8.73,11.69,NA,15.54,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Independencia Prov.: 8.4 km SE Jimani,NA,"Steadman, Hilgartner, Crombie",adult,7.8,NA,NA,bananivora,male,NA
NMNH,555893,Thraupidae,Coereba,Coereba_flaveola,NA,12.26,NA,NA,13.58,NA,NA,NA,NA,16.54,8.95,NA,NA,15.97,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Altagracia Prov.: 42 km E of Higney,NA,"Steadman, Crombie",NA,8.8,NA,NA,bananivora,male,NA
NMNH,555894,Thraupidae,Coereba,Coereba_flaveola,14.97,NA,NA,NA,13.59,15.26,14.26,4.86,14.27,17.3,9.4,12.71,22.1,16.14,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Altagracia Prov.: 42 km E of Higney,NA,"Steadman, Crombie",NA,9.3,NA,NA,bananivora,male,NA
NMNH,553416,Thraupidae,Coereba,Coereba_flaveola,15.08,12.44,NA,NA,13.68,15.85,14.12,4.92,13.96,17.04,9.49,12.41,22.22,16.23,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,"La Altagracia, 3 km N Boca de Yuma",NA,Barber ,NA,9,NA,NA,bananivora,male,NA
NMNH,553415,Thraupidae,Coereba,Coereba_flaveola,14.81,12.05,NA,NA,13.51,14.99,13.64,4.71,13.44,16.47,9.03,12.24,22.13,16.25,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,"La Altagracia, 3 km N Boca de Yuma",NA,Barber ,NA,9,NA,NA,bananivora,male,NA
AMNH,22499,Thraupidae,Coereba,Coereba_flaveola,14.57,10.19,NA,NA,12.13,10.37,12.19,4.3,12.64,14.93,8.52,11.73,20.69,14.84,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,adult,8,50.6,30.5,NA,female,NA
AMNH,22497,Thraupidae,Coereba,Coereba_flaveola,14.76,11.56,NA,NA,12.94,10.57,12.02,4.89,12.8,15.48,8.57,11.84,21.8,15.27,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,NA,8,50.6,33.1,NA,female,NA
AMNH,22498,Thraupidae,Coereba,Coereba_flaveola,14.76,11.72,NA,NA,12.7,11.17,12.35,4.38,12.77,15.34,8.51,11.43,21.58,15.61,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,adult,8,51.5,33.5,NA,female,NA
AMNH,25518,Thraupidae,Coereba,Coereba_flaveola,14.2,12.16,NA,NA,12.86,10.86,12.21,4.93,12.77,15.55,8.45,11.98,21.78,15.81,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Parque Nacional Armando Bermudes,N.K. Klein,NA,7.5,56,35,NA,female,NA
AMNH,22495,Thraupidae,Coereba,Coereba_flaveola,14.46,10.82,NA,NA,12.64,10.58,12.05,4.6,12.9,15.4,8.47,11.92,21.76,15.89,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,adult,8.5,NA,NA,NA,female,NA
AMNH,22493,Thraupidae,Coereba,Coereba_flaveola,14.72,11.76,NA,NA,12.6,11.46,13.52,5.62,12.85,16.15,8.93,11.54,21.4,15.9,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,adult,8.5,53.9,33.2,NA,male,NA
AMNH,22496,Thraupidae,Coereba,Coereba_flaveola,14.72,11.8,NA,NA,13.33,11.43,14.08,5.52,13.41,16.75,9.3,12.05,22,16.4,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,adult,8.5,56.5,38.7,NA,male,NA
AMNH,22492,Thraupidae,Coereba,Coereba_flaveola,15.13,11.73,NA,NA,13.58,12.02,14.8,5.63,13.87,16.71,9.4,12.51,22.32,16.03,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,adult,9,NA,NA,NA,male,NA
AMNH,22494,Thraupidae,Coereba,Coereba_flaveola,14.98,12.1,NA,NA,13.3,11.81,13.83,5.54,13.58,16.68,9.31,12.28,21.89,15.82,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Jarabacoa,N.K. Klein,adult,9.5,NA,NA,NA,male,NA
NMNH,555899,Thraupidae,Coereba,Coereba_flaveola,NA,10.46,NA,NA,12.23,12.99,11.29,4.43,12.38,14.84,8.24,11.56,21.56,15,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega Prov.: 6 km N Constanza,NA,"Steadman, Hilgartner, Crombie",NA,7,NA,NA,bananivora,male,NA
NMNH,555900,Thraupidae,Coereba,Coereba_flaveola,14.7,11.72,NA,NA,13.04,14.04,12.7,4.57,12.95,15.85,8.6,11.82,21.77,15.59,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega Prov.: Rd to Jarabacoa 10 km W La Vega,NA,"Steadman, Hilgartner, Crombie",NA,8.5,NA,NA,bananivora,female,NA
NMNH,554656,Thraupidae,Coereba,Coereba_flaveola,14.04,12.24,NA,NA,12.97,13.74,12.33,4.66,13.1,15.95,9.01,11.94,21.87,15.92,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,"La Vega Province, Bonao ",NA,"Barber, Pruitt, Mitchell",adult,7.5,51.5,32,bananivora,female,NA
NMNH,554657,Thraupidae,Coereba,Coereba_flaveola,14.42,12.08,NA,NA,13.28,14.9,13.75,4.77,13.65,16.77,9.12,12.31,22.32,16.2,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,"La Vega Province, Bonao ",NA,"Barber, Pruitt, Mitchell",NA,8,57,36,bananivora,female,NA
NMNH,554658,Thraupidae,Coereba,Coereba_flaveola,15.29,12.51,NA,NA,13.58,15.59,14.49,5.18,13.86,17.01,9.72,12.67,23.09,16.62,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,"La Vega Province, Bonao ",NA,"Barber, Pruitt, Mitchell",adult,9.5,59,36,bananivora,male,NA
NMNH,554655,Thraupidae,Coereba,Coereba_flaveola,NA,12.61,NA,NA,13.4,15.01,13.36,5.08,13.45,16.56,9.12,12.55,22.96,16.37,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,"La Vega Province, Bonao ",NA,"Barber, Pruitt, Mitchell",adult,9.5,57,38,bananivora,male,NA
NMNH,555898,Thraupidae,Coereba,Coereba_flaveola,14.84,12.45,NA,NA,13.19,14.83,13.85,4.87,13.21,16.3,8.95,11.93,21.79,15.69,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Monte Cristi Prov.: 9.8 km S Monte Cristi,NA,"Steadman, Hilgartner, Crombie",NA,8.5,NA,NA,bananivora,male,NA
NMNH,555901,Thraupidae,Coereba,Coereba_flaveola,15.08,12.29,NA,NA,13.58,16.01,14.85,5.63,13.82,16.64,8.96,12.28,22.9,16.26,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Peravia Prov.: 12 km NE Bani,NA,"Steadman, Hilgartner, Crombie",NA,9.4,NA,NA,bananivora,male,NA
AMNH,25446,Thraupidae,Coereba,Coereba_flaveola,14.29,11.07,NA,NA,NA,10.65,12.77,4.76,13.08,15.71,8.55,11.79,21.87,15.58,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Prov. Independencia,Parque Nacional Sierra de Baoruco,N.K. Klein,adult,7.5,NA,31,NA,male,NA
AMNH,25447,Thraupidae,Coereba,Coereba_flaveola,14.06,10.91,NA,NA,12.85,11.33,13.15,5.41,12.83,15.93,8.88,11.63,22.06,16.28,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Prov. Independencia,Parque Nacional Sierra de Baoruco,N.K. Klein,adult,7.5,58,40,NA,male,NA
AMNH,25519,Thraupidae,Coereba,Coereba_flaveola,15.33,12.85,NA,NA,13.74,12.55,14.26,5.23,14,17.26,9.17,12.42,23.21,16.44,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Prov. La Altagracia,Parque Nacional del Este,K.J. Burns,NA,9,NA,36,NA,male,NA
AMNH,25520,Thraupidae,Coereba,Coereba_flaveola,14.97,12.67,NA,NA,13.33,11.85,13.85,4.83,13.72,16.71,9.09,NA,22.81,16.03,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Prov. La Altagracia,Parque Nacional del Este,K.J. Burns,NA,9,NA,NA,NA,male,NA
NMNH,500453,Thraupidae,Coereba,Coereba_flaveola,14.74,11.96,NA,NA,12.87,13.94,12.71,4.47,12.95,15.7,8.86,12.09,22.3,15.72,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Ecuador,"Guayas Prov., Huerta Negra",NA,NA,NA,NA,NA,NA,NA,male,NA
NMNH,500532,Thraupidae,Coereba,Coereba_flaveola,14.76,11.41,NA,NA,12.82,13.81,12.44,4.39,12.61,15.43,8.73,11.76,21.98,15.78,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Ecuador,"Guayas Prov., Huerta Negra",NA,NA,NA,NA,NA,NA,NA,male,NA
NMNH,500454,Thraupidae,Coereba,Coereba_flaveola,15.03,12.36,NA,NA,13.32,14.56,13.28,4.39,13.3,16.05,9.01,12.83,22.82,16.47,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Ecuador,"Guayas Prov., Huerta Negra",NA,NA,NA,NA,NA,NA,NA,male,NA
NMNH,500452,Thraupidae,Coereba,Coereba_flaveola,14.65,12.01,NA,NA,13.09,13.74,11.7,3.94,12.83,15.6,8.81,11.84,16.43,NA,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Ecuador,"Guayas Prov., Huerta Negra",NA,NA,NA,NA,NA,NA,NA,male,NA
NMNH,500455,Thraupidae,Coereba,Coereba_flaveola,14.35,11.88,NA,NA,12.77,13.65,12.21,4.35,12.9,15.57,8.58,11.82,22.08,15.46,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Ecuador,"Guayas Prov., Huerta Negra",NA,NA,NA,NA,NA,NA,intermedia,male,NA
NMNH,492407,Thraupidae,Coereba,Coereba_flaveola,14.65,11.92,NA,NA,13.18,13.98,12.26,4.39,12.81,15.65,8.82,11.91,22.42,15.93,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Ecuador,Los Rios or Guayas Prov.,NA,NA,NA,NA,NA,NA,NA,female,NA
NMNH,492408,Thraupidae,Coereba,Coereba_flaveola,14.52,11.49,NA,NA,12.4,13.19,11.15,4.11,12.29,14.83,8.2,11.26,21.74,14.66,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Ecuador,Los Rios or Guayas Prov.,NA,NA,NA,NA,NA,NA,intermedia,female,NA
NMNH,623194,Thraupidae,Coereba,Coereba_flaveola,14.45,11.3,NA,NA,12.14,13.29,11.58,4.06,12.58,15.43,8.4,11.81,22,NA,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Guyana,"Barima River, East Bank, Washikura River",NA,NA,adult,7.7,NA,NA,NA,female,NA
NMNH,623202,Thraupidae,Coereba,Coereba_flaveola,14.97,12.81,NA,NA,13.98,14.98,13.79,4.88,14.07,17.69,9.79,13.13,23.13,16.77,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Guyana,"Barima River, East Bank, Washikura River",NA,NA,adult,9.8,NA,NA,NA,male,NA
NMNH,622895,Thraupidae,Coereba,Coereba_flaveola,14.51,11.82,NA,NA,12.89,13.46,11.96,4.53,13.29,16.43,9.14,12.09,22.55,16.2,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Guyana,"Kako River, Makwaima Savannah",NA,NA,NA,8.5,NA,NA,NA,female,NA
NMNH,622311,Thraupidae,Coereba,Coereba_flaveola,15.03,11.39,NA,NA,12.64,13.5,11.81,4.5,12.62,15.18,8.73,12.16,22.11,15.64,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Guyana,"Wiwitau Mt., E Rupununi Savannah",NA,NA,adult,10.5,NA,NA,NA,male,NA
NMNH,292637,Thraupidae,Coereba,Coereba_flaveola,14.49,11.99,NA,NA,13.27,14,12.97,4.97,13.63,16.68,9.03,11.97,22.44,16.42,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Cerca La Source,NA,"Poole, Perrygo",NA,NA,NA,NA,bananivora,male,NA
NMNH,292635,Thraupidae,Coereba,Coereba_flaveola,NA,NA,NA,NA,12.56,NA,NA,NA,12.95,15.49,8.6,11.7,21.72,15.46,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Don Don,NA,"Poole, Perrygo",NA,NA,NA,NA,bananivora,female,NA
NMNH,292634,Thraupidae,Coereba,Coereba_flaveola,14.58,12.45,NA,NA,13.84,15.1,13.77,4.95,13.75,17.07,9.27,12.59,22.58,16.41,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Don Don,NA,"Poole, Perrygo",NA,NA,NA,NA,bananivora,male,NA
NMNH,292636,Thraupidae,Coereba,Coereba_flaveola,NA,NA,NA,NA,13.07,14.45,13.54,5.09,12.9,16.14,8.91,11.93,21.73,15.49,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Fort Liberty,NA,"Poole, Perrygo",NA,NA,NA,NA,bananivora,male,NA
NMNH,318914,Thraupidae,Coereba,Coereba_flaveola,NA,11,NA,NA,13.18,15.41,14.49,5.4,13.65,16.36,9.16,12.4,22.54,16.01,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile a Vache,NA,Parish,NA,NA,NA,NA,bananivora,male,NA
NMNH,318913,Thraupidae,Coereba,Coereba_flaveola,NA,NA,NA,NA,12.94,14.04,12.84,4.28,13.34,NA,8.7,12.19,21.53,15.54,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,"Ile a Vache, West End",NA,Perrygo,NA,NA,NA,NA,bananivora,female,NA
NMNH,318912,Thraupidae,Coereba,Coereba_flaveola,NA,11.11,NA,NA,13.35,14.83,14.34,5.13,13.1,16.59,8.98,11.99,22.15,15.97,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,"Ile a Vache, West End",NA,Parish,NA,NA,NA,NA,bananivora,male,NA
NMNH,318915,Thraupidae,Coereba,Coereba_flaveola,15.05,11.18,NA,NA,13.42,15.25,14.37,5.55,13.53,16.42,9.15,12.22,22.19,16.02,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile de la Gonave,NA,Parish,NA,NA,NA,NA,bananivora,female,NA
NMNH,554688,Thraupidae,Coereba,Coereba_flaveola,14.57,10.5,NA,NA,13.07,14.92,13.43,4.82,13.65,16.93,9.06,12.16,22.76,16.92,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile de la Gonave,NA,"Barber, Pruitt",NA,8,55,33,bananivora,male,NA
NMNH,318917,Thraupidae,Coereba,Coereba_flaveola,13.9,NA,NA,NA,12.15,13.81,12.67,4.44,12.69,15.2,8.36,11.62,20.93,14.96,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Little Cayemites,NA,Parish,adult,NA,NA,NA,bananivora,female,NA
NMNH,318916,Thraupidae,Coereba,Coereba_flaveola,14.96,11.55,NA,NA,12.83,14.74,13.63,4.9,13.17,16.24,8.75,11.57,21.76,15.54,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Little Cayemites,NA,Parish,adult,NA,NA,NA,bananivora,male,NA
FLMNH,30683,Thraupidae,Coereba,Coereba_flaveola,14.35,11.93,NA,NA,13.05,14.35,12.42,4.76,13.44,16.47,8.73,12.43,23.79,17.22,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,NA,NA,NA,adult,NA,NA,NA,NA,female,NA
FLMNH,30684,Thraupidae,Coereba,Coereba_flaveola,14.46,11.76,NA,NA,12.67,NA,NA,NA,13.01,15.62,8.38,11.68,22.14,16.61,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,NA,NA,NA,adult,NA,NA,NA,NA,male,NA
FLMNH,30682,Thraupidae,Coereba,Coereba_flaveola,NA,11.76,NA,NA,12.12,13.5,11.55,4.15,12.8,15.62,8.49,11.55,22.13,15.98,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,Kingston,NA,NA,NA,NA,NA,NA,NA,male,NA
NMNH,553097,Thraupidae,Coereba,Coereba_flaveola,14.19,11.4,NA,NA,12.39,12.94,11.35,4.16,12.97,15.62,8.4,11.63,22.47,16.14,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,"Portland Parish, Hardwar Gap",NA,NA,adult,8.2,52.5,33,NA,female,NA
NMNH,553096,Thraupidae,Coereba,Coereba_flaveola,14.42,11.57,NA,NA,12.53,13.82,12.38,4.21,12.76,15.46,8.5,11.87,22.13,15.96,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,"Portland Parish, Hardwar Gap",NA,"Barber, Steadman",adult,7.6,54.5,32,flaveola,female,NA
